Type,Name,Difference,Url1,Url2,Value1,Value2
"Field","[entitlementtemplatechannel] importsequencenumber","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=92ecb620-cfb5-4e44-b6d3-fa1c4cba71fd&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=92ecb620-cfb5-4e44-b6d3-fa1c4cba71fd&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Unique identifier of the data import or data migration that created this record.","For internal use only."
"Field","[entitlementtemplatechannel] totalterms","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c22103e2-e664-4332-81cd-513265fa0b16&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c22103e2-e664-4332-81cd-513265fa0b16&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Type the total number of entitlement terms.","For internal use only."
"Field","[entitlementtemplatechannel] utcconversiontimezonecode","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=0b7ae634-e82f-4e20-a5df-69564444f7f0&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=0b7ae634-e82f-4e20-a5df-69564444f7f0&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Time zone code that was in use when the record was created.","For internal use only."
"Field","[entitlementtemplatechannel] entitlementtemplateid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=695ade25-fa07-4e39-b56a-a242f80fd822&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=695ade25-fa07-4e39-b56a-a242f80fd822&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Unique identifier for Entitlement Template associated with Entitlement Template Channel.","For internal use only."
"Field","[entitlementtemplatechannel] versionnumber","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=15b9f248-baf1-4958-986d-b12adf0b8725&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=15b9f248-baf1-4958-986d-b12adf0b8725&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Version number of the entitlement template channel item.","For internal use only."
"Field","[entitlementtemplatechannel] modifiedby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=e376e05a-cbc3-4c12-9e68-37c2522d1bc4&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=e376e05a-cbc3-4c12-9e68-37c2522d1bc4&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Unique identifier of the user who modified the record.","For internal use only."
"Field","[entitlementtemplatechannel] createdby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c9fe4528-fc2c-49d7-879f-8125241aab66&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c9fe4528-fc2c-49d7-879f-8125241aab66&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Unique identifier of the user who created the record.","For internal use only."
"Field","[entitlementtemplatechannel] entitlementtemplatechannelid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=47f24d8b-a4ce-402f-83db-71b8be6a6dad&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=47f24d8b-a4ce-402f-83db-71b8be6a6dad&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Unique identifier for entity instances","For internal use only."
"Field","[entitlementtemplatechannel] modifiedon","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c5b10b64-0d36-4825-8433-6e3a3b6b3430&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c5b10b64-0d36-4825-8433-6e3a3b6b3430&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Date and time when the record was modified.","For internal use only."
"Field","[entitlementtemplatechannel] exchangerate","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=fdf74208-5c20-4029-a396-a043c9774eae&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=fdf74208-5c20-4029-a396-a043c9774eae&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Exchange rate for the currency associated with the incident with respect to the base currency.","For internal use only."
"Field","[entitlementtemplatechannel] createdon","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=bf862660-078b-4e59-8157-9dbe5f2ec445&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=bf862660-078b-4e59-8157-9dbe5f2ec445&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Date and time when the entitlement was created.","For internal use only."
"Field","[entitlementtemplatechannel] organizationid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c653865a-beeb-4423-ac4b-d4f2e9ad75dc&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c653865a-beeb-4423-ac4b-d4f2e9ad75dc&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Unique identifier of the organization with which the entitlement template channel is associated.","For internal use only."
"Field","[entitlementtemplatechannel] channel","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=f7bbf1a8-0b30-4dbd-8bbb-b698c8dcf173&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=f7bbf1a8-0b30-4dbd-8bbb-b698c8dcf173&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Select a channel for which you are defining the entitlement terms.","For internal use only."
"Field","[entitlementtemplatechannel] overriddencreatedon","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=5d39abd3-8742-43de-b456-6df936265edf&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=5d39abd3-8742-43de-b456-6df936265edf&entityId=229fa1f1-fb79-4136-b496-f5d944ae7518","Date and time that the record was migrated.","For internal use only."
"Field","[entitlement] customerid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6dd3a1ca-52bf-4346-af49-b2d09ab95422&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6dd3a1ca-52bf-4346-af49-b2d09ab95422&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Choose a contact or account for which this entitlement has been defined.","For internal use only."
"Field","[entitlement] customerid","Different IsDisplayRelated","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6dd3a1ca-52bf-4346-af49-b2d09ab95422&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6dd3a1ca-52bf-4346-af49-b2d09ab95422&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","True","False"
"Field","[entitlement] owninguser","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=5f7ecbf7-e073-4237-be4e-2c585fca52ce&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=5f7ecbf7-e073-4237-be4e-2c585fca52ce&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier for the user that owns the record.","For internal use only."
"Field","[entitlement] modifiedon","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=75db9935-fc64-4233-9bc6-c6e289797af5&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=75db9935-fc64-4233-9bc6-c6e289797af5&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Date and time when the record was modified.","For internal use only."
"Field","[entitlement] enddate","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=70ded72f-e08e-4170-ae71-08b93a108c33&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=70ded72f-e08e-4170-ae71-08b93a108c33&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Enter the date when the entitlement ends.","For internal use only."
"Field","[entitlement] description","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=e23569fc-cd0f-46d1-8655-b81e49467e6a&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=e23569fc-cd0f-46d1-8655-b81e49467e6a&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Type additional information to describe the Entitlement","For internal use only."
"Field","[entitlement] statuscode","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=0f6e3f92-9d20-4a21-9392-1999c9572a8f&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=0f6e3f92-9d20-4a21-9392-1999c9572a8f&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Select the reason code that explains the status of the entitlement.","For internal use only."
"Field","[entitlement] createdonbehalfby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=b4c131e3-171f-415d-8c06-92a6ec4c3737&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=b4c131e3-171f-415d-8c06-92a6ec4c3737&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier of the delegate user who created the entitlement.","For internal use only."
"Field","[entitlement] transactioncurrencyid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=8a372452-3b2f-4068-a58f-da24bb9dc75b&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=8a372452-3b2f-4068-a58f-da24bb9dc75b&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier of the currency associated with the contact.","For internal use only."
"Field","[entitlement] slaid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=dcd93363-b5da-48fe-9f67-eab83cea7e96&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=dcd93363-b5da-48fe-9f67-eab83cea7e96&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Choose the service level agreement (SLA) associated with the entitlement.","For internal use only."
"Field","[entitlement] name","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=55389932-163a-4008-8ab3-9868ee6936d3&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=55389932-163a-4008-8ab3-9868ee6936d3&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Type a meaningful name for the entitlement.","For internal use only."
"Field","[entitlement] importsequencenumber","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=7320ac51-9ab4-4f5c-9566-6074917a4208&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=7320ac51-9ab4-4f5c-9566-6074917a4208&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier of the data import or data migration that created this record.","For internal use only."
"Field","[entitlement] contactid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=aaaa3ff6-6b8c-4eb5-8d96-0c0da78921b9&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=aaaa3ff6-6b8c-4eb5-8d96-0c0da78921b9&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier for Contact associated with Entitlement.","For internal use only."
"Field","[entitlement] contactid","Different IsDisplayRelated","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=aaaa3ff6-6b8c-4eb5-8d96-0c0da78921b9&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=aaaa3ff6-6b8c-4eb5-8d96-0c0da78921b9&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","True","False"
"Field","[entitlement] restrictcasecreation","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=282b5357-642f-4380-a8ec-74f29cc2f6a3&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=282b5357-642f-4380-a8ec-74f29cc2f6a3&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Tells whether case creation is restricted based on entitlement terms.","For internal use only."
"Field","[entitlement] entitlementid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=7703957d-10ac-4e4f-bcbc-9b016dc1e1b0&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=7703957d-10ac-4e4f-bcbc-9b016dc1e1b0&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier for entity instances","For internal use only."
"Field","[entitlement] totalterms","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=fdfae9b1-7045-418f-a617-08b908235e76&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=fdfae9b1-7045-418f-a617-08b908235e76&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Type the total number of entitlement terms.","For internal use only."
"Field","[entitlement] kbaccesslevel","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=51e0fc4d-4b29-4f24-87ad-a076da7cabe6&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=51e0fc4d-4b29-4f24-87ad-a076da7cabe6&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Select the access someone will have to the knowledge base on the portal.","For internal use only."
"Field","[entitlement] utcconversiontimezonecode","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=1a74478e-d486-408f-b75c-e919a38fddf7&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=1a74478e-d486-408f-b75c-e919a38fddf7&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Time zone code that was in use when the record was created.","For internal use only."
"Field","[entitlement] accountid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6569e3b2-fddf-4328-833f-01f05ea39bcd&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6569e3b2-fddf-4328-833f-01f05ea39bcd&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier for Account associated with Entitlement.","For internal use only."
"Field","[entitlement] accountid","Different IsDisplayRelated","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6569e3b2-fddf-4328-833f-01f05ea39bcd&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6569e3b2-fddf-4328-833f-01f05ea39bcd&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","True","False"
"Field","[entitlement] owningteam","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6b586b5b-25e4-41ba-8879-2ba837af35d8&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6b586b5b-25e4-41ba-8879-2ba837af35d8&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier for the team that owns the record.","For internal use only."
"Field","[entitlement] modifiedby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=105df566-b8f0-4d20-bdac-3db6738109e1&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=105df566-b8f0-4d20-bdac-3db6738109e1&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier of the user who modified the record.","For internal use only."
"Field","[entitlement] createdby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c3255833-6941-45f2-9f61-17b294366574&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c3255833-6941-45f2-9f61-17b294366574&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier of the user who created the record.","For internal use only."
"Field","[entitlement] ownerid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=8a198c22-1413-47c2-a430-e2436853c86d&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=8a198c22-1413-47c2-a430-e2436853c86d&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Enter the user or team who owns the entitlement. This field is updated every time the item is assigned to a different user.","For internal use only."
"Field","[entitlement] allocationtypecode","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=02bf5b9f-d624-4dff-b1f5-057266ce4764&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=02bf5b9f-d624-4dff-b1f5-057266ce4764&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Select the type of entitlement terms.","For internal use only."
"Field","[entitlement] processid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=ccd8ea47-b21e-4b00-a5a8-000475625820&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=ccd8ea47-b21e-4b00-a5a8-000475625820&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier of the Process.","For internal use only."
"Field","[entitlement] stageid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=a78ff347-ca5b-44f6-aa45-438d7fe7bd7c&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=a78ff347-ca5b-44f6-aa45-438d7fe7bd7c&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier of the Stage.","For internal use only."
"Field","[entitlement] exchangerate","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=b974121d-6ccf-404e-982c-824018bef7c8&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=b974121d-6ccf-404e-982c-824018bef7c8&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Exchange rate for the currency associated with the contact with respect to the base currency.","For internal use only."
"Field","[entitlement] decreaseremainingon","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6bc23a58-0a66-49b1-9f6a-2ece97385478&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6bc23a58-0a66-49b1-9f6a-2ece97385478&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Select whether to decrease the remaining terms when the case is created or when it is resolved.","For internal use only."
"Field","[entitlement] createdon","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=b3f3dd3a-33a2-4643-83b6-f03835a6f4a1&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=b3f3dd3a-33a2-4643-83b6-f03835a6f4a1&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Date and time when the entitlement was created.","For internal use only."
"Field","[entitlement] entitlementtemplateid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=11aff863-b98d-4345-8a36-3ba784bbd70a&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=11aff863-b98d-4345-8a36-3ba784bbd70a&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier for Entitlement Template associated with Entitlement.","For internal use only."
"Field","[entitlement] owningbusinessunit","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=e3c61c9c-e3ef-440a-b8f3-e875201d31a5&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=e3c61c9c-e3ef-440a-b8f3-e875201d31a5&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier for the business unit that owns the record","For internal use only."
"Field","[entitlement] startdate","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=de575e66-5d58-4839-be53-67512b58cd98&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=de575e66-5d58-4839-be53-67512b58cd98&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Enter the date when the entitlement begins.","For internal use only."
"Field","[entitlement] versionnumber","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=b91d445a-d1ce-4c33-87d8-f1f84f7fcaf3&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=b91d445a-d1ce-4c33-87d8-f1f84f7fcaf3&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Version number of the entitlement item.","For internal use only."
"Field","[entitlement] modifiedonbehalfby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=d72d0e8b-b997-4870-b5d7-040bd7a87112&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=d72d0e8b-b997-4870-b5d7-040bd7a87112&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Unique identifier of the delegate user who modified the record.","For internal use only."
"Field","[entitlement] remainingterms","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=edb1c15c-3b76-45d9-978f-dbfe3586fd2f&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=edb1c15c-3b76-45d9-978f-dbfe3586fd2f&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Type the total number of entitlement terms that are left.","For internal use only."
"Field","[entitlement] overriddencreatedon","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=3d6d5f33-ce7e-4ff9-83df-d44a9dfc141f&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=3d6d5f33-ce7e-4ff9-83df-d44a9dfc141f&entityId=bb42b386-82dd-48cb-82ea-f74be1f3ebf9","Date and time that the record was migrated.","For internal use only."
"Field","[incident] firstresponseslastatus","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=f0f2e162-da67-4444-9dc6-01ec814dd7d6&entityId=e3fe4ff2-a630-49bb-a1e9-debc3a076815","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=f0f2e162-da67-4444-9dc6-01ec814dd7d6&entityId=e3fe4ff2-a630-49bb-a1e9-debc3a076815","Shows the status of the initial response time for the case according to the terms of the SLA.","For internal use only."
"Field","[incident] sentimentvalue","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=243fe7e4-4294-4ec3-823d-1bd9d7334d75&entityId=e3fe4ff2-a630-49bb-a1e9-debc3a076815","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=243fe7e4-4294-4ec3-823d-1bd9d7334d75&entityId=e3fe4ff2-a630-49bb-a1e9-debc3a076815","Value derived after assessing words commonly associated with a negative, neutral, or positive sentiment that occurs in a social post. Sentiment information can also be reported as numeric values.","For internal use only."
